name,status,length
3626308_0012.h5,transfered successed,774000
3626308_0015.h5,transfered successed,3379875
3627073_0025.h5,transfered successed,764375
3627073_0033.h5,transfered successed,2909250
3627482_0011.h5,transfered successed,816625
3627482_0019.h5,transfered successed,821250
3627482_0028.h5,transfered successed,411500
3628663_0025.h5,transfered successed,118125
3628663_0040.h5,transfered successed,118125
3628663_0043.h5,transfered successed,530750
3628663_0079.h5,transfered successed,350750
3628663_0085.h5,transfered successed,417375
3628663_0522.h5,transfered successed,95500
3628663_0558.h5,transfered successed,644375
3628663_0579.h5,transfered successed,128250
3628663_0582.h5,transfered successed,361500
3628663_0597.h5,transfered successed,351875
3628663_0603.h5,transfered successed,145750
3628663_0609.h5,transfered successed,76500
3628663_0612.h5,transfered successed,156000
3628663_0858.h5,transfered successed,1212000
3628663_0861.h5,transfered successed,472000
3628663_0864.h5,transfered successed,689375
3629767_0040.h5,transfered successed,5742750
3629767_0055.h5,transfered successed,1585500
3629767_0059.h5,transfered successed,2947000
3629767_0070.h5,transfered successed,569875
3629767_0073.h5,transfered successed,1051375
3629767_0113.h5,transfered successed,2940625
3630870_0013.h5,transfered successed,1217875
3632743_0013.h5,transfered successed,3696375
3633128_0001.h5,transfered successed,1184000
3633128_0004.h5,transfered successed,244625
3633128_0005.h5,transfered successed,2452250
3633128_0008.h5,transfered successed,270625
3633128_0011.h5,transfered successed,1024750
3633128_0014.h5,transfered successed,2309500
3634270_0011.h5,transfered successed,5391000
3636102_0009.h5,transfered successed,777750
3641769_0001.h5,transfered successed,1584500
3641769_0004.h5,transfered successed,9072500
3641769_0010.h5,transfered successed,3177500
3641769_0012.h5,transfered successed,1444125
3641769_0015.h5,transfered successed,3582375
3641769_0030.h5,transfered successed,580125
3641769_0059.h5,transfered successed,3448750
3641769_0067.h5,transfered successed,208125
3642445_0011.h5,transfered successed,1032250
3646489_0003.h5,transfered successed,264000
3646489_0006.h5,transfered successed,231250
3646489_0009.h5,transfered successed,440875
3646489_0018.h5,transfered successed,252375
3646489_0030.h5,transfered successed,124250
3646489_0033.h5,transfered successed,199500
3646489_0060.h5,transfered successed,37625
3646489_0063.h5,transfered successed,119125
3646489_0069.h5,transfered successed,426125
3646489_0072.h5,transfered successed,155250
3646489_0075.h5,transfered successed,199875
3646489_0078.h5,transfered successed,44750
3646489_0090.h5,transfered successed,320375
3646489_0093.h5,transfered successed,148125
3646489_0096.h5,transfered successed,176750
3646489_0099.h5,transfered successed,58750
3646489_0102.h5,transfered successed,275500
3646489_0108.h5,transfered successed,372250
3646489_0112.h5,transfered successed,181875
3646489_0115.h5,transfered successed,461125
3646489_0118.h5,transfered successed,104375
3646489_0192.h5,transfered successed,102125
3646489_0417.h5,transfered successed,65875
3646489_0545.h5,transfered successed,90625
3646489_0599.h5,transfered successed,51000
3646489_0602.h5,transfered successed,102875
3646489_0611.h5,transfered successed,102875
3646489_0614.h5,transfered successed,44125
3646489_0617.h5,transfered successed,36750
3646489_0620.h5,transfered successed,35750
3646489_0644.h5,transfered successed,37500
3646489_0647.h5,transfered successed,43750
3646489_0653.h5,transfered successed,133625
3646489_0656.h5,transfered successed,147375
3646489_0662.h5,transfered successed,80625
3646489_0671.h5,transfered successed,50000
3647005_0142.h5,transfered successed,2848000
3647005_0212.h5,transfered successed,200250
3647005_0278.h5,transfered successed,1610500
3647049_0007.h5,transfered successed,4459625
3647313_0019.h5,transfered successed,617750
3647313_0031.h5,transfered successed,1091875
3647313_0034.h5,transfered successed,1242500
3647313_0040.h5,transfered successed,515500
3647313_0051.h5,transfered successed,8305250
3647313_0064.h5,transfered successed,2325500
3647313_0148.h5,transfered successed,1355750
3647313_0151.h5,transfered successed,1950250
3647313_0154.h5,transfered successed,2315875
3648160_0011.h5,transfered successed,529375
3648160_0028.h5,transfered successed,2041750
3650983_0006.h5,transfered successed,36250
3656395_0011.h5,transfered successed,1997875
3656395_0017.h5,transfered successed,173250
3656395_0020.h5,transfered successed,2420125
3656395_0027.h5,transfered successed,362375
3657845_0015.h5,transfered successed,374250
3657845_0017.h5,transfered successed,493125
3657845_0020.h5,transfered successed,1091625
3657845_0026.h5,transfered successed,615125
3657845_0032.h5,transfered successed,4133000
3657845_0035.h5,transfered successed,656000
3657845_0038.h5,transfered successed,97625
3657845_0041.h5,transfered successed,59250
3657845_0044.h5,transfered successed,158250
3657845_0047.h5,transfered successed,96375
3657845_0050.h5,transfered successed,147250
3657845_0062.h5,transfered successed,135250
3657845_0065.h5,transfered successed,108375
3657845_0068.h5,transfered successed,88750
3657845_0074.h5,transfered successed,867625
3658030_0001.h5,transfered successed,54000
3658030_0004.h5,transfered successed,701875
3658030_0007.h5,transfered successed,633375
3658030_0010.h5,transfered successed,260750
3658030_0013.h5,transfered successed,779500
3658030_0016.h5,transfered successed,919625
3658030_0019.h5,transfered successed,694625
3658030_0022.h5,transfered successed,829000
3658030_0025.h5,transfered successed,521750
3658030_0028.h5,transfered successed,748000
3658030_0031.h5,transfered successed,282000
3658194_0009.h5,transfered successed,181000
3658194_0013.h5,transfered successed,223875
3658194_0016.h5,transfered successed,1476500
3658194_0019.h5,transfered successed,2606500
3658194_0022.h5,transfered successed,1641375
3660972_0010.h5,transfered successed,1290750
3660972_0022.h5,transfered successed,96250
3660972_0024.h5,transfered successed,86625
3660972_0030.h5,transfered successed,5736000
3660972_0050.h5,transfered successed,1565500
3660972_0054.h5,transfered successed,3175375
3660972_0064.h5,transfered successed,9245000
3661047_0025.h5,transfered successed,40000
3661047_0026.h5,transfered successed,36625
3662053_0008.h5,transfered successed,1206000
3662053_0011.h5,transfered successed,561250
3662053_0014.h5,transfered successed,2051375
3662302_0002.h5,transfered successed,88875
3662302_0038.h5,transfered successed,1125875
3662302_0048.h5,transfered successed,4564500
3662302_0051.h5,transfered successed,1038375
3662302_0056.h5,transfered successed,1120000
3662302_0063.h5,transfered successed,425500
3662302_0073.h5,transfered successed,1827875
3662309_0026.h5,transfered successed,5522750
3662309_0029.h5,transfered successed,594625
3662309_0038.h5,transfered successed,164250
3662602_0041.h5,transfered successed,2639500
3662602_0046.h5,transfered successed,2299250
3663029_0002.h5,transfered successed,7019500
3663029_0014.h5,transfered successed,2345125
3668459_0011.h5,transfered successed,277000
3668459_0014.h5,transfered successed,303875
3668459_0017.h5,transfered successed,105875
3668459_0020.h5,transfered successed,54250
3668459_0023.h5,transfered successed,146125
3668459_0040.h5,transfered successed,3227000
3668459_0054.h5,transfered successed,1619500
3668459_0057.h5,transfered successed,2172125
3668459_0060.h5,transfered successed,1099875
3668459_0065.h5,transfered successed,1584000
3668459_0067.h5,transfered successed,1364750
3671602_0001.h5,transfered successed,538000
3671602_0004.h5,transfered successed,1005750
3671602_0007.h5,transfered successed,36625
3672915_0006.h5,transfered successed,835375
3672915_0015.h5,transfered successed,47000
3672915_0016.h5,transfered successed,5681750
3674502_0003.h5,transfered successed,420750
3674502_0004.h5,transfered successed,574875
3677402_0013.h5,transfered successed,52500
3677402_0016.h5,transfered successed,38000
3677402_0022.h5,transfered successed,212250
3677402_0024.h5,transfered successed,421125
3678849_0003.h5,transfered successed,59875
3678849_0004.h5,transfered successed,1265250
3678849_0007.h5,transfered successed,3609750
3678849_0010.h5,transfered successed,3861250
3681213_0010.h5,transfered successed,583125
3681350_0001.h5,transfered successed,2510625
3681350_0004.h5,transfered successed,629000
3681350_0007.h5,transfered successed,267000
3681350_0010.h5,transfered successed,1073750
3681350_0013.h5,transfered successed,49375
3681350_0016.h5,transfered successed,2224750
3681350_0025.h5,transfered successed,355250
3682960_0012.h5,transfered successed,79000
3682960_0015.h5,transfered successed,1280125
3682960_0018.h5,transfered successed,271000
3682960_0021.h5,transfered successed,208000
3682960_0022.h5,transfered successed,1394375
3682960_0025.h5,transfered successed,755875
3682960_0028.h5,transfered successed,321375
3683556_0057.h5,transfered successed,247125
3683556_0060.h5,transfered successed,1719750
3683556_0089.h5,transfered successed,2109125
3683556_0101.h5,transfered successed,96375
3683556_0103.h5,transfered successed,9664125
3683851_0010.h5,transfered successed,5560875
3684503_0008.h5,transfered successed,1567375
3684503_0010.h5,transfered successed,1519875
3685492_0003.h5,transfered successed,6324500
3685528_0001.h5,transfered successed,3746625
3685528_0002.h5,transfered successed,181500
3685751_0003.h5,transfered successed,775375
3688532_0015.h5,transfered successed,1794625
3688532_0017.h5,transfered successed,2458250
3688532_0027.h5,transfered successed,2201625
3688532_0030.h5,transfered successed,7074125
3688532_0036.h5,transfered successed,3148500
3688532_0050.h5,transfered successed,233000
3688532_0051.h5,transfered successed,432750
3688532_0068.h5,transfered successed,526375
3688532_0069.h5,transfered successed,85875
3688532_0071.h5,transfered successed,143000
3688532_0074.h5,transfered successed,568750
3688532_0077.h5,transfered successed,329000
3688532_0084.h5,transfered successed,239375
3688532_0088.h5,transfered successed,530375
3688532_0122.h5,transfered successed,338625
3688532_0123.h5,transfered successed,103500
3688532_0126.h5,transfered successed,2434375
3689843_0009.h5,transfered successed,57625
3689843_0012.h5,transfered successed,1988250
3689843_0020.h5,transfered successed,845375
3689843_0023.h5,transfered successed,1302625
3689843_0029.h5,transfered successed,74250
3689843_0032.h5,transfered successed,673750
3689843_0035.h5,transfered successed,987000
3689843_0038.h5,transfered successed,132500
3689843_0047.h5,transfered successed,455625
3689843_0050.h5,transfered successed,281125
3689843_0053.h5,transfered successed,996125
3689843_0056.h5,transfered successed,835000
3689843_0059.h5,transfered successed,1016250
3689843_0062.h5,transfered successed,3906375
3689843_0083.h5,transfered successed,1037125
3689843_0086.h5,transfered successed,2864500
3692069_0012.h5,transfered successed,499875
3693309_0004.h5,transfered successed,6975250
3693309_0015.h5,transfered successed,322250
3693309_0017.h5,transfered successed,4133125
3693309_0023.h5,transfered successed,5715375
3693309_0027.h5,transfered successed,3062500
3693309_0038.h5,transfered successed,2120750
3702767_0007.h5,transfered successed,1631625
3702767_0009.h5,transfered successed,5644750
3703015_0008.h5,transfered successed,7272500
3703015_0011.h5,transfered successed,7039000
3703015_0014.h5,transfered successed,435125
3703211_0015.h5,transfered successed,5564625
3704402_0003.h5,transfered successed,718500
3708357_0010.h5,transfered successed,191875
3708357_0013.h5,transfered successed,2773250
3708357_0024.h5,transfered successed,2938625
3708357_0025.h5,transfered successed,95625
3708357_0029.h5,transfered successed,615375
3708785_0005.h5,transfered successed,149375
3708785_0026.h5,transfered successed,148000
3708785_0035.h5,transfered successed,95750
3708785_0044.h5,transfered successed,169375
3708785_0050.h5,transfered successed,312750
3708785_0053.h5,transfered successed,790625
3708785_0059.h5,transfered successed,260625
3708785_0068.h5,transfered successed,363875
3708785_0073.h5,transfered successed,185125
3708785_0076.h5,transfered successed,326750
3708785_0079.h5,transfered successed,380500
3708785_0082.h5,transfered successed,603875
3708785_0094.h5,transfered successed,685625
3708785_0103.h5,transfered successed,95625
3708785_0109.h5,transfered successed,81250
3708785_0124.h5,transfered successed,140500
3708785_0133.h5,transfered successed,357875
3708785_0141.h5,transfered successed,184500
3708785_0165.h5,transfered successed,389000
3708785_0177.h5,transfered successed,162375
3708785_0180.h5,transfered successed,164375
3708785_0201.h5,transfered successed,126375
3708785_0210.h5,transfered successed,119000
3708785_0213.h5,transfered successed,118250
3708785_0216.h5,transfered successed,126000
3708785_0219.h5,transfered successed,222375
3709163_0012.h5,transfered successed,226000
3709163_0021.h5,transfered successed,469625
3709163_0026.h5,transfered successed,3012875
3709831_0004.h5,transfered successed,468125
3709831_0007.h5,transfered successed,853750
3709831_0010.h5,transfered successed,220875
3709831_0013.h5,transfered successed,2222000
3709831_0016.h5,transfered successed,4727750
3709831_0019.h5,transfered successed,1646125
3710623_0009.h5,transfered successed,526125
3710623_0010.h5,transfered successed,175625
3710623_0011.h5,transfered successed,550750
3710623_0012.h5,transfered successed,141750
3710623_0013.h5,transfered successed,960625
3710623_0016.h5,transfered successed,1086375
3710623_0031.h5,transfered successed,2237500
3710623_0032.h5,transfered successed,206375
3710623_0035.h5,transfered successed,1083875
3710623_0041.h5,transfered successed,2627875
3712397_0009.h5,transfered successed,3347375
3712397_0013.h5,transfered successed,2362000
3712397_0017.h5,transfered successed,2063750
3712397_0020.h5,transfered successed,285000
3712397_0023.h5,transfered successed,6657000
3712397_0024.h5,transfered successed,3376875
3712397_0029.h5,transfered successed,137250
3712397_0030.h5,transfered successed,1291875
3713603_0001.h5,transfered successed,1669500
3713603_0004.h5,transfered successed,436125
3713603_0007.h5,transfered successed,418500
3715838_0008.h5,transfered successed,118500
3715838_0011.h5,transfered successed,201125
3715838_0014.h5,transfered successed,140375
3715838_0017.h5,transfered successed,373000
3715838_0020.h5,transfered successed,478125
3715838_0026.h5,transfered successed,117875
3715838_0029.h5,transfered successed,925875
3715838_0035.h5,transfered successed,194125
3715838_0038.h5,transfered successed,238750
3715838_0041.h5,transfered successed,118875
3715838_0044.h5,transfered successed,200375
3715838_0047.h5,transfered successed,88000
3715838_0050.h5,transfered successed,186125
3715838_0053.h5,transfered successed,223875
3715838_0056.h5,transfered successed,88125
3715838_0062.h5,transfered successed,246750
3715838_0065.h5,transfered successed,254000
3715838_0068.h5,transfered successed,149750
3715838_0074.h5,transfered successed,78625
3715838_0086.h5,transfered successed,373500
3715838_0098.h5,transfered successed,142500
3715838_0112.h5,transfered successed,192500
3715838_0115.h5,transfered successed,268000
3715838_0118.h5,transfered successed,409250
3715838_0124.h5,transfered successed,121250
3715838_0130.h5,transfered successed,328125
3715838_0133.h5,transfered successed,94875
3715838_0145.h5,transfered successed,236625
3715838_0151.h5,transfered successed,116875
3715838_0154.h5,transfered successed,81750
3715838_0169.h5,transfered successed,133875
3717744_0014.h5,transfered successed,545250
3717744_0020.h5,transfered successed,2554125
3717744_0029.h5,transfered successed,1204375
3721618_0009.h5,transfered successed,1610500
3721618_0011.h5,transfered successed,1247375
3721618_0016.h5,transfered successed,1042375
3721618_0023.h5,transfered successed,1300875
3721618_0029.h5,transfered successed,651625
3721618_0032.h5,transfered successed,500750
3721618_0044.h5,transfered successed,170250
3721618_0047.h5,transfered successed,356000
3721618_0059.h5,transfered successed,184125
3721618_0062.h5,transfered successed,103625
3721618_0070.h5,transfered successed,133250
3721618_0076.h5,transfered successed,651750
3721681_0004.h5,transfered successed,7320125
3721681_0005.h5,transfered successed,697625
3721681_0008.h5,transfered successed,320125
3721681_0017.h5,transfered successed,465250
3723571_0014.h5,transfered successed,262500
3723571_0022.h5,transfered successed,1870125
3723876_0016.h5,transfered successed,2601500
3723876_0023.h5,transfered successed,2414500
3723876_0037.h5,transfered successed,1171750
3723988_0006.h5,transfered successed,610000
3723988_0010.h5,transfered successed,239875
3723988_0011.h5,transfered successed,642375
3725537_0018.h5,transfered successed,2454000
3725537_0020.h5,transfered successed,613250
3725537_0025.h5,transfered successed,599500
3725537_0026.h5,transfered successed,943000
3725537_0030.h5,transfered successed,2426625
3725537_0032.h5,transfered successed,464750
3725537_0035.h5,transfered successed,538125
3728008_0014.h5,transfered successed,1496875
3728008_0026.h5,transfered successed,1504875
3728008_0041.h5,transfered successed,941375
3728008_0056.h5,transfered successed,1160250
3728008_0080.h5,transfered successed,483000
3728008_0091.h5,transfered successed,515250
3728008_0100.h5,transfered successed,1258125
3728008_0109.h5,transfered successed,357750
3728008_0118.h5,transfered successed,83125
3728008_0124.h5,transfered successed,1311125
3728008_0127.h5,transfered successed,96125
3728008_0151.h5,transfered successed,180375
3728008_0160.h5,transfered successed,284750
3728008_0164.h5,transfered successed,117125
3728008_0173.h5,transfered successed,949750
3728008_0176.h5,transfered successed,3880125
3728008_0179.h5,transfered successed,101750
3728008_0182.h5,transfered successed,1664375
3728008_0185.h5,transfered successed,137750
3728008_0188.h5,transfered successed,2180000
3728008_0200.h5,transfered successed,171375
3728008_0215.h5,transfered successed,611125
3728008_0221.h5,transfered successed,193500
3728008_0224.h5,transfered successed,128250
3728008_0230.h5,transfered successed,75875
3728008_0233.h5,transfered successed,513875
3728008_0236.h5,transfered successed,755750
3728008_0239.h5,transfered successed,1263250
3730789_0023.h5,transfered successed,298125
3730789_0029.h5,transfered successed,226875
3735847_0011.h5,transfered successed,1290000
3735847_0026.h5,transfered successed,3993375
3735847_0029.h5,transfered successed,537250
3735847_0030.h5,transfered successed,96000
3735847_0035.h5,transfered successed,566500
3735847_0041.h5,transfered successed,673625
3735847_0044.h5,transfered successed,987000
3735847_0047.h5,transfered successed,132625
3735847_0050.h5,transfered successed,335375
3735847_0053.h5,transfered successed,440250
3735847_0056.h5,transfered successed,455625
3735847_0059.h5,transfered successed,281000
3735847_0062.h5,transfered successed,409625
3735847_0069.h5,transfered successed,1864000
3737411_0041.h5,transfered successed,1108500
3737411_0047.h5,transfered successed,1011000
3737411_0054.h5,transfered successed,551250
3738640_0030.h5,transfered successed,1055500
3738640_0038.h5,transfered successed,1079750
3738640_0039.h5,transfered successed,412125
3738640_0044.h5,transfered successed,1069125
3738640_0066.h5,transfered successed,645250
3738640_0087.h5,transfered successed,794125
3738640_0092.h5,transfered successed,566750
3738640_0101.h5,transfered successed,306375
3738640_0104.h5,transfered successed,658375
3738640_0110.h5,transfered successed,607125
3738640_0113.h5,transfered successed,321375
3738640_0116.h5,transfered successed,302750
3738640_0126.h5,transfered successed,203000
3738640_0127.h5,transfered successed,170625
3738640_0132.h5,transfered successed,75875
3738640_0135.h5,transfered successed,264000
3738640_0152.h5,transfered successed,907250
3738640_0159.h5,transfered successed,106500
3738640_0160.h5,transfered successed,1714125
3738640_0163.h5,transfered successed,898125
3738640_0169.h5,transfered successed,117250
3738640_0172.h5,transfered successed,279875
3738640_0178.h5,transfered successed,95625
3738640_0184.h5,transfered successed,156375
3738640_0188.h5,transfered successed,102750
3738640_0191.h5,transfered successed,104750
3738640_0195.h5,transfered successed,584000
3738640_0201.h5,transfered successed,186375
3738640_0202.h5,transfered successed,90000
3738640_0205.h5,transfered successed,174750
3738640_0211.h5,transfered successed,349250
3738640_0212.h5,transfered successed,237625
3738640_0213.h5,transfered successed,143250
3738640_0217.h5,transfered successed,102750
3738640_0226.h5,transfered successed,294250
3738640_0233.h5,transfered successed,485875
3738640_0236.h5,transfered successed,78750
3738640_0257.h5,transfered successed,141375
3738640_0260.h5,transfered successed,104250
3738640_0272.h5,transfered successed,178875
3745117_0005.h5,transfered successed,554750
3751569_0011.h5,transfered successed,291000
3751569_0014.h5,transfered successed,230875
3751569_0017.h5,transfered successed,401000
3751569_0068.h5,transfered successed,610750
3751569_0071.h5,transfered successed,134625
3751569_0077.h5,transfered successed,157500
3751569_0095.h5,transfered successed,38250
3751569_0101.h5,transfered successed,185875
3751569_0104.h5,transfered successed,116000
3753964_0006.h5,transfered successed,7312875
3754184_0018.h5,transfered successed,473000
3754184_0019.h5,transfered successed,1073375
3759391_0014.h5,transfered successed,3800250
3759391_0017.h5,transfered successed,5606625
3759391_0020.h5,transfered successed,2051125
3759391_0029.h5,transfered successed,268875
3759632_0011.h5,transfered successed,43250
3759632_0013.h5,transfered successed,383875
3760613_0013.h5,transfered successed,193125
3760613_0015.h5,transfered successed,878500
3760613_0016.h5,transfered successed,37375
3760613_0017.h5,transfered successed,4891625
3767861_0010.h5,transfered successed,774375
3767861_0013.h5,transfered successed,5792875
3769230_0005.h5,transfered successed,1321875
3769230_0009.h5,transfered successed,36625
3769230_0010.h5,transfered successed,236625
3769230_0013.h5,transfered successed,472375
3769230_0016.h5,transfered successed,513500
3769230_0018.h5,transfered successed,416875
3769230_0019.h5,transfered successed,418750
3769230_0020.h5,transfered successed,77875
3769230_0031.h5,transfered successed,656000
3769230_0036.h5,transfered successed,1201250
3769230_0037.h5,transfered successed,54875
3769230_0040.h5,transfered successed,2238125
3769230_0043.h5,transfered successed,1341250
3769230_0046.h5,transfered successed,199125
3769230_0049.h5,transfered successed,65375
3769230_0052.h5,transfered successed,172875
3769230_0053.h5,transfered successed,367875
3769230_0054.h5,transfered successed,66250
3769230_0056.h5,transfered successed,42625
3769230_0063.h5,transfered successed,95750
3769230_0064.h5,transfered successed,387875
3769230_0065.h5,transfered successed,305375
3769230_0071.h5,transfered successed,623875
3769230_0074.h5,transfered successed,55125
3769230_0079.h5,transfered successed,456500
3769230_0086.h5,transfered successed,85375
3769230_0087.h5,transfered successed,172125
3769230_0091.h5,transfered successed,61000
3769230_0094.h5,transfered successed,91500
3769230_0096.h5,transfered successed,774875
3769230_0102.h5,transfered successed,401875
3769230_0104.h5,transfered successed,498750
3769855_0001.h5,transfered successed,299625
3770712_0008.h5,transfered successed,612125
3770712_0013.h5,transfered successed,3319750
3770712_0019.h5,transfered successed,600000
3770712_0022.h5,transfered successed,808500
3770712_0025.h5,transfered successed,299000
3770712_0028.h5,transfered successed,156000
3770712_0031.h5,transfered successed,43750
3770712_0034.h5,transfered successed,1182875
3770712_0037.h5,transfered successed,276375
3770712_0040.h5,transfered successed,3557000
3770712_0043.h5,transfered successed,212000
3771474_0018.h5,transfered successed,1456625
3771474_0039.h5,transfered successed,6227250
3771474_0044.h5,transfered successed,46875
3771474_0048.h5,transfered successed,973875
3771474_0053.h5,transfered successed,1664625
3771474_0061.h5,transfered successed,59500
3773748_0003.h5,transfered successed,100125
3773748_0006.h5,transfered successed,501375
3774032_0005.h5,transfered successed,3440875
3774032_0007.h5,transfered successed,54625
3774032_0009.h5,transfered successed,2933375
3774032_0056.h5,transfered successed,3143000
3774032_0063.h5,transfered successed,3156125
3776194_0015.h5,transfered successed,4877875
3777120_0007.h5,transfered successed,2500750
3777120_0012.h5,transfered successed,4022875
3778953_0040.h5,transfered successed,9253625
3780395_0001.h5,transfered successed,6420750
3780395_0002.h5,transfered successed,5679750
3780395_0011.h5,transfered successed,1217125
3787191_0013.h5,transfered successed,1511750
3787191_0015.h5,transfered successed,565000
3787191_0020.h5,transfered successed,10558000
3787191_0036.h5,transfered successed,5413250
3788777_0008.h5,transfered successed,976000
3793149_0031.h5,transfered successed,4403125
3793149_0032.h5,transfered successed,10568125
3803528_0008.h5,transfered successed,490125
3803528_0685.h5,transfered successed,3737000
3809109_0008.h5,transfered successed,150500
3809109_0012.h5,transfered successed,7394125
3809109_0023.h5,transfered successed,2502625
3809109_0024.h5,transfered successed,125250
3809109_0027.h5,transfered successed,3539125
3809109_0037.h5,transfered successed,1201375
3810970_0011.h5,transfered successed,953500
3810970_0013.h5,transfered successed,230250
3810970_0022.h5,transfered successed,528000
3810970_0037.h5,transfered successed,1818000
3810970_0040.h5,transfered successed,3671375
3810970_0046.h5,transfered successed,2730750
3810970_0071.h5,transfered successed,913125
3810970_0160.h5,transfered successed,10332625
3810970_0163.h5,transfered successed,4370500
3811304_0016.h5,transfered successed,3364625
3815519_0006.h5,transfered successed,1855250
3816202_0009.h5,transfered successed,2622000
3816252_0008.h5,transfered successed,914000
3818171_0027.h5,transfered successed,118875
3818171_0075.h5,transfered successed,79875
3818171_0078.h5,transfered successed,231000
3818171_0084.h5,transfered successed,141375
3818171_0087.h5,transfered successed,95625
3818171_0090.h5,transfered successed,156000
3818171_0093.h5,transfered successed,80875
3818171_0105.h5,transfered successed,163250
3818171_0108.h5,transfered successed,141375
3818171_0114.h5,transfered successed,80750
3818171_0126.h5,transfered successed,132000
3818171_0156.h5,transfered successed,178625
3818171_0171.h5,transfered successed,103625
3818171_0177.h5,transfered successed,102125
3818171_0186.h5,transfered successed,81625
3818171_0189.h5,transfered successed,79875
3818171_0192.h5,transfered successed,103625
3818171_0195.h5,transfered successed,111000
3818171_0213.h5,transfered successed,80875
3818171_0234.h5,transfered successed,95500
3818171_0285.h5,transfered successed,290750
3818171_0288.h5,transfered successed,125125
3818171_0291.h5,transfered successed,170250
3818171_0297.h5,transfered successed,102750
3818171_0312.h5,transfered successed,193250
3818171_0324.h5,transfered successed,134500
3818171_0327.h5,transfered successed,96125
3818171_0330.h5,transfered successed,103500
3818171_0366.h5,transfered successed,125500
3818171_0372.h5,transfered successed,95750
3818171_0378.h5,transfered successed,139375
3818171_0384.h5,transfered successed,184375
3818171_0396.h5,transfered successed,88625
3818171_0402.h5,transfered successed,171000
3818171_0405.h5,transfered successed,103500
3818171_0408.h5,transfered successed,133625
3818171_0411.h5,transfered successed,81500
3818171_0414.h5,transfered successed,140000
3818171_0417.h5,transfered successed,88875
3818171_0431.h5,transfered successed,95500
3818171_0443.h5,transfered successed,186125
3818171_0449.h5,transfered successed,252375
3818171_0458.h5,transfered successed,95375
3818171_0461.h5,transfered successed,185875
3818171_0479.h5,transfered successed,284000
3818171_0497.h5,transfered successed,111000
3818171_0506.h5,transfered successed,148250
3818171_0518.h5,transfered successed,89250
3818171_0530.h5,transfered successed,89125
3818171_0533.h5,transfered successed,132000
3818171_0545.h5,transfered successed,312875
3818171_0551.h5,transfered successed,149000
3818171_0560.h5,transfered successed,80750
3818171_0569.h5,transfered successed,117875
3818171_0575.h5,transfered successed,132125
3818171_0578.h5,transfered successed,170000
3818171_0581.h5,transfered successed,95625
3818171_0584.h5,transfered successed,187250
3818171_0587.h5,transfered successed,125625
3818171_0593.h5,transfered successed,87750
3818171_0620.h5,transfered successed,93750
3818171_0662.h5,transfered successed,223750
3818171_0665.h5,transfered successed,147500
3818171_0677.h5,transfered successed,372250
3818171_0686.h5,transfered successed,80875
3818171_0704.h5,transfered successed,170625
3818171_0876.h5,transfered successed,94375
3818171_0888.h5,transfered successed,111250
3818171_0915.h5,transfered successed,222000
3818171_0918.h5,transfered successed,95000
3818171_0933.h5,transfered successed,80125
3818171_0960.h5,transfered successed,81000
3818171_0975.h5,transfered successed,140250
3818171_0990.h5,transfered successed,87750
3818171_0999.h5,transfered successed,193750
3818171_1017.h5,transfered successed,117625
3818171_1035.h5,transfered successed,98750
3818171_1127.h5,transfered successed,216750
3818171_1133.h5,transfered successed,139875
3818171_1184.h5,transfered successed,117250
3818171_1298.h5,transfered successed,87750
3822085_0022.h5,transfered successed,687875
3822834_0010.h5,transfered successed,116125
3822834_0021.h5,transfered successed,1358500
3822834_0023.h5,transfered successed,205125
3822834_0026.h5,transfered successed,1102375
3822834_0032.h5,transfered successed,249375
3822834_0034.h5,transfered successed,531750
3822834_0053.h5,transfered successed,582375
3822834_0055.h5,transfered successed,904625
3822834_0060.h5,transfered successed,441625
3822834_0061.h5,transfered successed,149625
3822834_0062.h5,transfered successed,78625
3822834_0078.h5,transfered successed,536125
3822834_0081.h5,transfered successed,315875
3822834_0084.h5,transfered successed,1180000
3822834_0089.h5,transfered successed,1142125
3822834_0096.h5,transfered successed,448000
3824225_0006.h5,transfered successed,3053625
3828159_0006.h5,transfered successed,125375
3828159_0007.h5,transfered successed,3547625
3828159_0010.h5,transfered successed,88750
3828304_0026.h5,transfered successed,1060750
3828419_0014.h5,transfered successed,608125
3828419_0015.h5,transfered successed,3627375
3832554_0067.h5,transfered successed,1595375
3832554_0070.h5,transfered successed,438500
3832554_0073.h5,transfered successed,425125
3832554_0076.h5,transfered successed,2410375
3832554_0084.h5,transfered successed,1654000
3832636_0063.h5,transfered successed,584000
3832636_0069.h5,transfered successed,1146250
3832636_0072.h5,transfered successed,1933000
3832636_0092.h5,transfered successed,1070625
3832636_0144.h5,transfered successed,2502875
3832636_0160.h5,transfered successed,1304875
3834907_0007.h5,transfered successed,381250
3834907_0013.h5,transfered successed,184125
3834907_0018.h5,transfered successed,194500
3834907_0022.h5,transfered successed,614625
3834907_0046.h5,transfered successed,396375
3834907_0051.h5,transfered successed,133250
3834907_0055.h5,transfered successed,115250
3834907_0064.h5,transfered successed,349500
3834907_0080.h5,transfered successed,351375
3834907_0083.h5,transfered successed,1348250
3835605_0022.h5,transfered successed,268500
3835605_0025.h5,transfered successed,395750
3838129_0005.h5,transfered successed,264250
3838881_0008.h5,transfered successed,1872750
3838881_0024.h5,transfered successed,365125
3838881_0025.h5,transfered successed,108750
3838881_0027.h5,transfered successed,126875
